Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,Location of death,Information Source,UNSD Geographical Grouping
Incident,2022,February,Sub-Saharan Africa,Mediterranean,Unknown,1,0,1,0,1,0,0,Drowning,Western Mediterranean,"Remains washed ashore plage Targha, Chefchaouen, Morocco","Al Maghrib Today, Tanja News",Uncategorized
Incident,2022,January,South America,South America,Venezuela (Bolivarian Republic of),1,0,1,0,0,0,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Desaguadero City, Perú","El Tiempo, La Prensa de Lara",South America
Incident,2022,February,South America,Central America,Venezuela (Bolivarian Republic of),1,0,1,0,0,1,0,Drowning,,"Sapóa River, at the Costa Rica-Nicaragua border near Rivas, Nicaragua.","Radio Corporacion(Nicaragua), Reporte Confidencial,Nuevo Día,RCP Noticias(FB)",Central America
Incident,2022,February,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Under an Elm Creek bridge, Maverick County, Texas, USA",Zócalo,Northern America
Incident,2022,February,Central America,Central America,Honduras,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Bravo in Acuña, Coahuila,Mexico",Zócalo,Central America
Incident,2022,February,South America,South America,Venezuela (Bolivarian Republic of),6,0,6,0,0,0,2,Vehicle accident / death linked to hazardous transport,,"At ""El Placer"" before arriving at the toll booth via Pasto-Rumichaca, Nariño, Colombia"," La Piragua, El Colombiano, La Patilla, Noticias Caracol, El Espectador",South America
Incident,2022,February,Unknown,Europe,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,Western Balkans,"On the Rijeka-Zagreb motorway, near Fuzine, Croatia","Ministry of Interior Police Directorate Rijeka-Gorski Kotar County, Total Croatia News",Southern Europe
Incident,2022,February,Western Asia,Mediterranean,Syrian Arab Republic,1,0,1,333,0,1,0,Vehicle accident / death linked to hazardous transport,Eastern Mediterranean,"22 nautical milesoff the coast of Anamur, Mersin, Türkiye","Turkish Coast Guard, Baladi-News",Uncategorized
Split Incident,2022,February,Eastern Africa,Mediterranean,"Côte d'Ivoire,Eritrea",,5,5,18,0,0,0,Drowning,Central Mediterranean,"Unspecified location in the Central Mediterranean - departure from Sfax, Tunisia and survivors disembarked at Lampedusa, Italy",IOM Italy,Uncategorized
Incident,2022,February,Unknown,Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Central Mediterranean,"Remains washed ashore at Alzawyia Almutrd, Libya",IOM Libya,Uncategorized
Incident,2022,February,Unknown,Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Central Mediterranean,"Remains washed ashore at Surman, Libya",IOM Libya,Uncategorized
Incident,2022,February,Unknown,Mediterranean,Unknown,1,0,1,94,0,0,0,Violence,Central Mediterranean,"35nm off Sabratah - disembarkation at Mesfat Alzawyia, Libya",IOM Libya,Uncategorized
Incident,2022,February,Unknown,Mediterranean,Unknown,1,0,1,0,0,1,0,Drowning,Central Mediterranean,"Remains washed ashore at Tripoli port, Libya",IOM Libya,Uncategorized
Incident,2022,February,Unknown,Europe,Unknown,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,,"Southern port of Patras, Greece in attempt to reach Italy",Hellenic Coast Guard,Southern Europe
Incident,2022,February,Latin America / Caribbean (P),North America,Unknown,1,0,1,5,0,0,0,Violence,US-Mexico border crossing,"Mountain near Skeleton Canyon, northeast of Douglas, Arizona, USA","Mexican Consulate, KVOA, Fox5Atlanta",Northern America
Incident,2022,February,Caribbean,Caribbean,Haiti,2,0,2,7,0,0,0,Drowning,Haiti to Dominican Republic,"22 nautical miles south of Catalina Island, Dominican Republic","HaitiLibre, Diario Libre, El Nacional",Caribbean
Incident,2022,February,Caribbean,Caribbean,Dominican Republic,1,0,1,9,1,0,0,Drowning,Dominican Republic to Puerto Rico,"Near Saona Island 23000,Dominican Republic","Armada de Républica Dominicana,Telenord,FV Digital",Uncategorized
Incident,2022,February,South America,South America,Venezuela (Bolivarian Republic of),1,0,1,0,0,1,0,Violence,,"In Barrio Cundinamarca, Cúcuta Norte de Santander, Colombia (in transit to Ecuador)","El Nacional,Diario La Nacion,Noticias por el Mundo.",South America
Incident,2022,February,South America,South America,Colombia,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Near Complejo Fronterizo Integrado, Colchane, Tarapacá Region, Chile","ADN Radio Chile,El Comercio,Infobae",South America
Incident,2022,February,South America,South America,Venezuela (Bolivarian Republic of),8,0,8,0,0,8,0,Drowning,,"Near Curiapo 6401, Delta del Amacuro, Venezuela en route to Guyana","Rocio San Miguel Venezuelan Observatory for National Security and Defense/ Kapé Kapé NGO,El Nacional, Reporte Confidencial,El Estimulo",South America
Incident,2022,February,South America,South America,Venezuela (Bolivarian Republic of),2,0,2,0,0,1,1,Vehicle accident / death linked to hazardous transport,,"Intersection of the Pan-American Highway in Ipiales, Department of Nariño, Colombia, 3 km from the Colombian-Ecuadorian border. Final destination Peru.","Radio Fé y Alegria,Tips Femeninos",South America
Incident,2022,February,Caribbean,North America,Haiti,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,US-Mexico border crossing,"Yuma Regional Medical Center, Yuma, Arizona 85364, USA. Hospitalized on 26 Jan, 1 day of apprehension & detention by USBP","US Border Patrol, Hola News",Northern America
Incident,2022,February,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Río Bravo, at Norzagaray Boulevard and Orquídeas Street, Ciudad Juarez, Chihuahua, Mexico","El Fronterizo, Puente Libre, El Heraldo de Juarez",Central America
Incident,2022,February,Southern Asia,Southern Asia,Afghanistan,1,0,1,0,0,1,1,Violence,Afghanistan to Iran,"Isfahan, Iran",Dailyhunt,Southern Asia
Incident,2022,February,Northern Africa,Northern Africa,Morocco,5,8,13,47,0,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa / Atlantic route to the Canary Islands,"Off Imtlan,Oued Ed-Dahab, Western Sahara - persumed to have stayed 4 days at sea","Annahar, Dakhla Mobachir, Alyaoum 24, Nokhab Sahara, SA TV.MA",Northern Africa
Incident,2022,February,Sub-Saharan Africa (P),Mediterranean,Unknown,1,0,1,0,0,0,0,Drowning,Central Mediterranean,"Remains washed ashore Celine beach, Al Khums, Libya",LRC via IOM Libya,Uncategorized
Incident,2022,February,Europe,Europe,Ukraine,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Ukraine to Europe,At the Moldova-Ukraine Palanca border crossing,PUBLIKA,Eastern Europe
Incident,2022,February,Unknown,Mediterranean,Unknown,4,46,50,0,0,3,1,Drowning,Central Mediterranean,"Capsized boat found 40 NM off Sabratah, Libya - embarkation from Sabratah port on 27 Feb at 02:00",IOM Libya,Uncategorized
Split Incident,2022,March,Eastern Africa (P),Mediterranean,"Afghanistan,Unknown",7,0,7,0,3,4,0,Drowning,Eastern Mediterranean,"Remains washed ashore near Mytilene, Lesbos, Greece","IOM Greece, Hellenic Coast Guard, NewsIT",Uncategorized
Incident,2022,February,Sub-Saharan Africa,Mediterranean,Unknown,9,11,20,9,3,5,1,Drowning,Central Mediterranean,"18 KM Southeast Chebba, Mahdia, Tunisia - embarkation from Sfax night between 27-28 Feb","Tunisian Ministry of Defense, FTDES",Uncategorized
Incident,2022,February,Western Asia,Europe,Israel,1,0,1,0,0,1,0,Violence,Ukraine to Europe,"Unspecified location, about 95km south of Kyiv, Ukraine (heading towards the Ukraine-Moldova border)","Haaretz, Reuters, Algemeiner",Eastern Europe
Incident,2022,February,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Violence,,"At the train tracks in Tierra Blanca el Viejo, Veracruz, Mexico",Diario del Istmo,Central America
Incident,2022,January,Eastern Africa,Eastern Africa,Ethiopia,2,0,2,14,0,2,0,Vehicle accident / death linked to hazardous transport,,"Unspecified location in Mersabate county, Kenya",Survivor testimony via IOM Kenya,Eastern Africa
Incident,2022,February,Eastern Africa,Eastern Africa,Ethiopia,1,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,,At Dewele point of entry from Djibouti to Ethiopia,Local authorities via IOM Ethiopia,Eastern Africa
Incident,2022,February,South America,Central America,Venezuela (Bolivarian Republic of),,1,1,2,1,0,0,Mixed or unknown,Darien,"Near Puerto Obaldía, Comarca Guna Yala, Tapón del Darien, Panama",Reporte Confidencial,Central America
Incident,2022,February,Caribbean,Caribbean,Haiti,4,0,4,0,1,3,0,Drowning,Haiti to Dominican Republic,"In the Moncion Dam, 5100, Dominican Republic","Defensa Civil Dominicana, El Nuevo Diario Dominicana, Las Calientes del Sur, El Caribe Dominicana",Caribbean
Incident,2022,February,Caribbean,Caribbean,Haiti,2,0,2,0,0,0,0,Drowning,Dominican Republic to Puerto Rico,"Off the coast of Catalina Island, La Romana, Dominican Republic","Armada de Republica Dominicana, Prensa News, Acento Republica Dominicana",Caribbean
Incident,2022,February,South America,South America,Venezuela (Bolivarian Republic of),1,0,1,0,0,1,0,Violence,,"Manuel Rodriguez Bridge, Santiago de Chile metropolitan Region, Chile",Soy Chile,South America
Incident,2022,February,South America,South America,Venezuela (Bolivarian Republic of),1,0,1,0,0,1,0,Violence,," Carrera 5 N° 2-56 del barrio 26 de febrero,Albania,Maicao,La Guajira Colombiana",Noticia Al Día,South America
Incident,2022,February,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Bravo at El Patinadero, Colonia Viveros 88070, Nuevo Laredo, Tamaulipas, Mexico","Vox Populi, El Mañana",Central America
Incident,2022,February,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Bravo at El Patinadero, Colonia Viveros 88070, Nuevo Laredo, Tamaulipas, Mexico","Lider Web, Vox Populi",Central America
Incident,2022,February,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Bravo 400 meters downstream from the sewage treatment plant, Nuevo Laredo, Tamaulipas, Mexico","Lider Web, Vox Populi",Central America
Incident,2022,February,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Bravo around the Águilas sports areas,Piedras Negras, Coahuila, Mexico",Periodico La Voz,Central America
Incident,2022,February,Central America,Central America,Honduras,1,0,1,0,1,0,0,Vehicle accident / death linked to hazardous transport,,"On the railroad tracks at Macuspana, Tabasco, Mexico",La Tribuna Honduras,Central America
Incident,2022,February,Central America,North America,Mexico,1,0,1,0,0,1,0,Violence,US-Mexico border crossing,"One mile north of mile post 30 on East Geronimo Trail, which is approximately 30 miles northeast of Douglas, Cochise County, Arizona, USA","Cochise County Sheriff's Office - Mark J. Dannels Sheriff, John R Modlin Chief Patrol Agent of the U.S. Border Patrol's Tucson Sector, FOX 10",Northern America
Incident,2022,February,Central America,North America,Mexico,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Approximately 0.2 miles east of the Calexico East Port of Entry in Calexico, Imperial County, California, USA ","US Border Patrol, The San Diego Union Tribune, El Imparcial",Northern America
Incident,2022,February,Central America,North America,Nicaragua,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Bravo near Shelby Park, Eagle Pass, Maverick County, Texas, USA",Zócalo,Northern America
Incident,2022,February,South America,North America,Colombia,1,0,1,0,0,1,0,Accidental death,US-Mexico border crossing,"At the border wall Calexico, Imperial County, California, USA","Caracol TV, Infobae, Opa Noticias, El País Vallenato",Northern America
Incident,2022,March,Caribbean,Caribbean,Cuba,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Caribbean to US,"20 kilometers northwest of Cayo Coco, Cuba","MININT-Cuba, La Jornada, Excelsior, Periodico Cubano",Caribbean
Incident,2022,February,Northern Africa,Mediterranean,Morocco,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Western Mediterranean,"In the University Hospital of Ceuta, Spain - after being run over by a truck going to the Ceuta Port and then Algeciras, mainland Spain","EFE, COPE, Kech24",Uncategorized
Split Incident,2022,March,Sub-Saharan Africa,Northern Africa,"Côte d'Ivoire,Unknown",4,0,4,0,0,1,1,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Remains found in a remote area in Hydrah, Kasserine, Tunisia,Remains found in an abandonded warehouse in Haydrah, Kasserine, Tunisia","Jawhara FM, Al Chorouk",Northern Africa
Incident,2022,February,South-eastern Asia,South-eastern Asia,Cambodia,3,0,3,4,0,0,0,Vehicle accident / death linked to hazardous transport,,"359 Srakaew-Khaohinson Road (km54-55), Kroksomboon subdistrict, Sri Mahabhoti district, Prachinburi province, Thailand","DailyNews, Anticrimemedia, Khaosod",South-eastern Asia
Incident,2022,March,Southern Asia,Europe,Bangladesh,1,0,1,3,0,1,0,Sickness / lack of access to adequate healthcare,Western Balkans,"Body found in grass approx. 300 meters from gas station near Belgrade bypass in the direction of Surcin, Dobanovaci, Serbia","IOM Serbia, Telegraf",Southern Europe
Incident,2022,February,Unknown,Mediterranean,Unknown,1,0,1,573,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Central Mediterranean,"70 miles off Capo Spartivento, Sardinia, Italy (Italian SAR zone)",Guardia Costiera,Uncategorized
Incident,2022,March,Unknown,Western Asia,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Türkiye-Europe land route,"Remains found in the forest area of ​​Şükrüpaşa border village, Kırklareli, Türkiye","IOM Türkiye, DHA, SonDakika",Western Asia
Incident,2022,January,Eastern Africa,Eastern Africa,Ethiopia,1,0,1,0,0,1,0,Violence,Horn of Africa to Yemen crossing,"Unspecified location in Bosaso, Somalia",IOM Somalia,Eastern Africa
Incident,2022,January,Northern Africa,Europe,Sudan,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"After taking a turn from AS24 service station, avenue de la Liberté in Transmarck area, Marck, Pas-de-Calais, France","France bleu, La voix du nord",Western Europe
Incident,2022,February,Northern Africa,Europe,Sudan,1,0,1,1,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"On train tracks near Rue de Normandie, Pas-de-Calais, France","Ouest France, BFM TV",Western Europe
Incident,2022,March,Europe,Europe,Ukraine,1,0,1,0,1,0,0,Sickness / lack of access to adequate healthcare,Ukraine to Europe,"Died on the way to hopsital 62 km from Petea-Csengersima border crossing, Aranyosapáti, Hungary","Daily News Hungary, PresaSM",Eastern Europe
Incident,2022,February,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Ranch located west of Falfurrias on U.S. Highway 285, Brooks County Texas, USA",Breitbart,Northern America
Split Incident,2022,March,Central America,Central America,Nicaragua,2,0,2,63,1,1,0,Sickness / lack of access to adequate healthcare,,"Died in Hospital General Amparo Pape de Benavides after being rescued from a trailer in El Libramiento, Monclova, Coahuila, Mexico,Died in Hospital General Saltillo after being rescued from a trailer in El Libramiento, Monclova, Coahuila, Mexico","INM, La Opinion, Vanguardia MX, 100% Noticias Nicaragua",Central America
Incident,2022,March,Central America,North America,Nicaragua,1,0,1,0,0,0,1,Drowning,US-Mexico border crossing,"Rio Bravo, south of Eagle Pass, Texas, USA",Breitbart,Northern America
Incident,2022,March,Latin America / Caribbean (P),Central America,Mexico,1,0,1,4,0,1,0,Violence,US-Mexico border crossing,"Near Ejido la Navaja, Piedras Negras, Coahuila de Zaragoza, México","Tribuna, K911 Noticias",Central America
Incident,2022,March,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Bravo near Morelos Colony, 26030, Piedras Negras, Coahuila, Mexico",Zócalo,Central America
Incident,2022,February,Caribbean,Caribbean,Haiti,9,0,9,0,0,0,9,"Harsh environmental conditions / lack of adequate shelter, food, water",Dominican Republic to Puerto Rico,"Unspecified location in the Caribbean - the infants died during the 7 days that the boat was drafting after departing from the Dominican Republic - disembarkation at Cabo Rojo, Puerto Rico, USA","Noti Uno, Las Calientes del Sur, Al Momento",Uncategorized
